t,monthly_interest_rate,payment,interest,principal,balance
41,0.008333333333333333,877.5715700887993,815.9173541292445,61.65421595955479,97848.42827954979
42,0.008333333333333333,877.5715700887993,815.4035689962482,62.168001092551094,97786.26027845724
43,0.008333333333333333,877.5715700887993,814.8855023204769,62.686067768322346,97723.57421068891
44,0.008333333333333333,877.5715700887993,814.3631184224075,63.20845166639174,97660.36575902252
45,0.008333333333333333,877.5715700887993,813.8363813251876,63.73518876361163,97596.6305702589
46,0.008333333333333333,877.5715700887993,813.3052547521575,64.26631533664181,97532.36425492226
47,0.008333333333333333,877.5715700887993,812.7697021243521,64.80186796444718,97467.56238695781
48,0.008333333333333333,877.5715700887993,812.2296865579817,65.34188353081754,97402.220503427
49,0.008333333333333333,877.5715700887993,811.6851708618917,65.88639922690754,97336.3341042001
50,0.008333333333333333,877.5715700887993,811.1361175350008,66.43545255379843,97269.8986516463
51,0.008333333333333333,877.5715700887993,810.5824887637192,66.98908132508006,97202.90957032122
52,0.008333333333333333,877.5715700887993,810.0242464193435,67.54732366945575,97135.36224665177
53,0.008333333333333333,877.5715700887993,809.4613520554315,68.1102180333678,97067.2520286184
54,0.008333333333333333,877.5715700887993,808.8937669051534,68.67780318364589,96998.57422543476
55,0.008333333333333333,877.5715700887993,808.321451878623,69.25011821017631,96929.32410722459
56,0.008333333333333333,877.5715700887993,807.7443675602049,69.8272025285944,96859.49690469599
57,0.008333333333333333,877.5715700887993,807.1624742057999,70.4090958829994,96789.08780881298
58,0.008333333333333333,877.5715700887993,806.5757317401082,70.99583834869111,96718.09197046429
59,0.008333333333333333,877.5715700887993,805.984099753869,71.58747033493023,96646.50450012936
60,0.008333333333333333,877.5715700887993,805.387537501078,72.18403258772128,96574.32046754163
61,0.008333333333333333,877.5715700887993,804.7860038961803,72.78556619261894,96501.53490134902
62,0.008333333333333333,877.5715700887993,804.1794575112418,73.39211257755744,96428.14278877147
63,0.008333333333333333,877.5715700887993,803.5678565730956,74.00371351570368,96354.13907525576
64,0.008333333333333333,877.5715700887993,802.9511589604647,74.62041112833458,96279.51866412743
65,0.008333333333333333,877.5715700887993,802.3293222010619,75.24224788773734,96204.27641623969
66,0.008333333333333333,877.5715700887993,801.7023034686641,75.86926662013514,96128.40714961955
67,0.008333333333333333,877.5715700887993,801.0700595801629,76.50151050863633,96051.90563911092
68,0.008333333333333333,877.5715700887993,800.432546992591,77.13902309620823,95974.7666160147
69,0.008333333333333333,877.5715700887993,799.7897218001225,77.78184828867677,95896.98476772603
70,0.008333333333333333,877.5715700887993,799.1415397310502,78.43003035774905,95818.55473736828
71,0.008333333333333333,877.5715700887993,798.4879561447357,79.08361394406359,95739.47112342421
72,0.008333333333333333,877.5715700887993,797.8289260285351,79.74264406026418,95659.72847936396
73,0.008333333333333333,877.5715700887993,797.1644039946996,80.4071660940997,95579.32131326986
74,0.008333333333333333,877.5715700887993,796.4943442772488,81.07722581155042,95498.24408745831
75,0.008333333333333333,877.5715700887993,795.8187007288193,81.75286935997997,95416.49121809834
76,0.008333333333333333,877.5715700887993,795.1374268174861,82.43414327131313,95334.05707482703
77,0.008333333333333333,877.5715700887993,794.4504756235585,83.12109446524073,95250.93598036178
78,0.008333333333333333,877.5715700887993,793.7577998363482,83.81377025245104,95167.12221010933
79,0.008333333333333333,877.5715700887993,793.0593517509111,84.51221833788816,95082.60999177145
80,0.008333333333333333,877.5715700887993,792.355083264762,85.21648682403725,94997.39350494741
81,0.008333333333333333,877.5715700887993,791.6449458745617,85.92662421423756,94911.46688073318
82,0.008333333333333333,877.5715700887993,790.9288906727764,86.64267941602282,94824.82420131715
83,0.008333333333333333,877.5715700887993,790.2068683443097,87.3647017444896,94737.45949957267
84,0.008333333333333333,877.5715700887993,789.4788291631055,88.09274092569376,94649.36675864697
85,0.008333333333333333,877.5715700887993,788.7447229887247,88.82684710007459,94560.53991154689
86,0.008333333333333333,877.5715700887993,788.0044992628907,89.56707082590856,94470.97284072098
87,0.008333333333333333,877.5715700887993,787.2581070060081,90.31346308279115,94380.65937763819
88,0.008333333333333333,877.5715700887993,786.5054948136516,91.06607527514768,94289.59330236305
89,0.008333333333333333,877.5715700887993,785.7466108530255,91.8249592357738,94197.76834312727
90,0.008333333333333333,877.5715700887993,784.9814028593939,92.59016722940532,94105.17817589788
91,0.008333333333333333,877.5715700887993,784.2098181324823,93.361751956317,94011.81642394156
92,0.008333333333333333,877.5715700887993,783.4318035328464,94.13976655595286,93917.67665738561
93,0.008333333333333333,877.5715700887993,782.6473054782134,94.92426461058585,93822.75239277503
94,0.008333333333333333,877.5715700887993,781.8562699397919,95.71530014900736,93727.03709262602
95,0.008333333333333333,877.5715700887993,781.0586424385501,96.51292765024914,93630.52416497577
96,0.008333333333333333,877.5715700887993,780.2543680414647,97.3172020473346,93533.20696292844
97,0.008333333333333333,877.5715700887993,779.443391357737,98.12817873106223,93435.07878419738
98,0.008333333333333333,877.5715700887993,778.6256565349781,98.94591355382113,93336.13287064356
99,0.008333333333333333,877.5715700887993,777.801107255363,99.77046283343623,93236.36240781013
100,0.008333333333333333,877.5715700887993,776.969686731751,100.60188335704822,93135.76052445309
101,0.008333333333333333,877.5715700887993,776.1313377037757,101.44023238502359,93034.32029206806
102,0.008333333333333333,877.5715700887993,775.2860024339005,102.28556765489873,92932.03472441317
103,0.008333333333333333,877.5715700887993,774.4336227034431,103.13794738535614,92828.89677702781
104,0.008333333333333333,877.5715700887993,773.5741398085651,103.9974302802342,92724.89934674758
105,0.008333333333333333,877.5715700887993,772.7074945562298,104.86407553256947,92620.035271215
106,0.008333333333333333,877.5715700887993,771.833627260125,105.73794282867425,92514.29732838632
107,0.008333333333333333,877.5715700887993,770.9524777365527,106.61909235224653,92407.67823603407
108,0.008333333333333333,877.5715700887993,770.0639853002839,107.50758478851537,92300.17065124556
109,0.008333333333333333,877.5715700887993,769.1680887603796,108.40348132841962,92191.76716991713
110,0.008333333333333333,877.5715700887993,768.2647264159762,109.3068436728231,92082.46032624431
111,0.008333333333333333,877.5715700887993,767.353836052036,110.21773403676332,91972.24259220755
112,0.008333333333333333,877.5715700887993,766.435354935063,111.13621515373632,91861.10637705382
113,0.008333333333333333,877.5715700887993,765.5092198087818,112.06235028001743,91749.0440267738
114,0.008333333333333333,877.5715700887993,764.5753668897817,112.9962031990176,91636.04782357479
115,0.008333333333333333,877.5715700887993,763.6337318631232,113.93783822567605,91522.10998534912
116,0.008333333333333333,877.5715700887993,762.6842498779093,114.88732021088992,91407.22266513822
117,0.008333333333333333,877.5715700887993,761.7268555428185,115.84471454598076,91291.37795059224
118,0.008333333333333333,877.5715700887993,760.761482921602,116.81008716719725,91174.56786342505
119,0.008333333333333333,877.5715700887993,759.7880655285421,117.78350456025714,91056.7843588648
120,0.008333333333333333,877.5715700887993,758.8065363238733,118.76503376492599,90938.01932509987
121,0.008333333333333333,877.5715700887993,757.8168277091656,119.75474237963363,90818.26458272024
122,0.008333333333333333,877.5715700887993,756.8188715226686,120.75269856613068,90697.51188415411
123,0.008333333333333333,877.5715700887993,755.8125990346176,121.75897105418164,90575.75291309993
124,0.008333333333333333,877.5715700887993,754.7979409424994,122.77362914629987,90452.97928395364
125,0.008333333333333333,877.5715700887993,753.7748273662803,123.79674272251896,90329.18254123112
126,0.008333333333333333,877.5715700887993,752.7431878435926,124.82838224520663,90204.35415898591
127,0.008333333333333333,877.5715700887993,751.7029513248825,125.86861876391674,90078.485540222
128,0.008333333333333333,877.5715700887993,750.6540461685166,126.91752392028263,89951.56801630171
129,0.008333333333333333,877.5715700887993,749.5964001358476,127.97516995295166,89823.59284634875
130,0.008333333333333333,877.5715700887993,748.5299403862396,129.0416297025597,89694.55121664618
131,0.008333333333333333,877.5715700887993,747.4545934720516,130.1169766167477,89564.43424002944
132,0.008333333333333333,877.5715700887993,746.3702853335786,131.20128475522063,89433.23295527422
133,0.008333333333333333,877.5715700887993,745.2769412939518,132.29462879484743,89300.93832647937
134,0.008333333333333333,877.5715700887993,744.1744860539948,133.3970840348045,89167.54124244457
135,0.008333333333333333,877.5715700887993,743.062843687038,134.50872640176124,89033.0325160428
136,0.008333333333333333,877.5715700887993,741.94193763369,135.62963245510923,88897.4028835877
137,0.008333333333333333,877.5715700887993,740.8116906965641,136.75987939223512,88760.64300419546
138,0.008333333333333333,877.5715700887993,739.6720250349622,137.89954505383707,88622.74345914162
139,0.008333333333333333,877.5715700887993,738.5228621595136,139.04870792928568,88483.69475121234
140,0.008333333333333333,877.5715700887993,737.3641229267695,140.20744716202978,88343.48730405032
141,0.008333333333333333,877.5715700887993,736.1957275337526,141.3758425550467,88202.11146149527
142,0.008333333333333333,877.5715700887993,735.0175955124605,142.55397457633876,88059.55748691893
143,0.008333333333333333,877.5715700887993,733.8296457243245,143.7419243644748,87915.81556255446
144,0.008333333333333333,877.5715700887993,732.6317963546205,144.93977373417874,87770.87578882028
145,0.008333333333333333,877.5715700887993,731.4239649068356,146.14760518196363,87624.72818363832
146,0.008333333333333333,877.5715700887993,730.2060681969859,147.36550189181332,87477.36268174651
147,0.008333333333333333,877.5715700887993,728.9780223478876,148.59354774091162,87328.7691340056
148,0.008333333333333333,877.5715700887993,727.73974278338,149.8318273054192,87178.93730670019
149,0.008333333333333333,877.5715700887993,726.4911442225016,151.08042586629767,87027.85688083389
150,0.008333333333333333,877.5715700887993,725.2321406736157,152.33942941518353,86875.51745141871
151,0.008333333333333333,877.5715700887993,723.9626454284893,153.60892466030998,86721.9085267584
152,0.008333333333333333,877.5715700887993,722.6825710563201,154.8889990324792,86567.01952772592
153,0.008333333333333333,877.5715700887993,721.391829397716,156.17974069108323,86410.83978703484
154,0.008333333333333333,877.5715700887993,720.0903315586237,157.48123853017557,86253.35854850466
155,0.008333333333333333,877.5715700887993,718.7779879042055,158.7935821845938,86094.56496632007
156,0.008333333333333333,877.5715700887993,717.4547080526672,160.11686203613203,85934.44810428395
157,0.008333333333333333,877.5715700887993,716.1204008690329,161.45116921976637,85772.99693506418
158,0.008333333333333333,877.5715700887993,714.7749744588681,162.79659562993118,85610.20033943425
159,0.008333333333333333,877.5715700887993,713.4183361619521,164.15323392684718,85446.0471055074
160,0.008333333333333333,877.5715700887993,712.050392545895,165.5211775429043,85280.5259279645
161,0.008333333333333333,877.5715700887993,710.6710493997041,166.90052068909517,85113.6254072754
162,0.008333333333333333,877.5715700887993,709.280211727295,168.2913583615043,84945.3340489139
163,0.008333333333333333,877.5715700887993,707.8777837409491,169.69378634785016,84775.64026256604
164,0.008333333333333333,877.5715700887993,706.463668854717,171.1079012340823,84604.53236133196
165,0.008333333333333333,877.5715700887993,705.0377696777664,172.53380041103287,84431.99856092093
166,0.008333333333333333,877.5715700887993,703.5999880076744,173.9715820811249,84258.0269788398
167,0.008333333333333333,877.5715700887993,702.150224823665,175.42134526513428,84082.60563357467
168,0.008333333333333333,877.5715700887993,700.6883802797889,176.88318980901033,83905.72244376566
169,0.008333333333333333,877.5715700887993,699.2143536980471,178.35721639075211,83727.3652273749
170,0.008333333333333333,877.5715700887993,697.7280435614575,179.84352652734174,83547.52170084756
171,0.008333333333333333,877.5715700887993,696.229347507063,181.34222258173622,83366.17947826583
172,0.008333333333333333,877.5715700887993,694.7181623188819,182.85340776991734,83183.32607049591
173,0.008333333333333333,877.5715700887993,693.1943839207993,184.37718616799998,82998.94888432791
174,0.008333333333333333,877.5715700887993,691.6579073693993,185.9136627194,82813.03522160852
175,0.008333333333333333,877.5715700887993,690.1086268467376,187.46294324206167,82625.57227836645
176,0.008333333333333333,877.5715700887993,688.5464356530538,189.02513443574549,82436.54714393071
177,0.008333333333333333,877.5715700887993,686.9712261994226,190.60034388937663,82245.94680004133
178,0.008333333333333333,877.5715700887993,685.3828900003444,192.18868008845482,82053.75811995288
179,0.008333333333333333,877.5715700887993,683.7813176662739,193.79025242252533,81859.96786753036
180,0.008333333333333333,877.5715700887993,682.1663988960863,195.40517119271294,81664.56269633764
181,0.008333333333333333,877.5715700887993,680.5380224694803,197.03354761931894,81467.52914871833
182,0.008333333333333333,877.5715700887993,678.8960762393194,198.67549384947984,81268.85365486884
183,0.008333333333333333,877.5715700887993,677.240447123907,200.3311229648923,81068.52253190395
184,0.008333333333333333,877.5715700887993,675.5710210991996,202.00054898959968,80866.52198291435
185,0.008333333333333333,877.5715700887993,673.8876831909529,203.68388689784638,80662.8380960165
186,0.008333333333333333,877.5715700887993,672.1903174668041,205.38125262199515,80457.4568433945
187,0.008333333333333333,877.5715700887993,670.4788070282874,207.09276306051186,80250.36408033398
188,0.008333333333333333,877.5715700887993,668.7530340027831,208.81853608601614,80041.54554424796
189,0.008333333333333333,877.5715700887993,667.0128795353996,210.55869055339963,79830.98685369456
190,0.008333333333333333,877.5715700887993,665.258223780788,212.31334630801132,79618.67350738654
191,0.008333333333333333,877.5715700887993,663.4889458948878,214.08262419391144,79404.59088319264
192,0.008333333333333333,877.5715700887993,661.7049240266053,215.86664606219392,79188.72423713045
193,0.008333333333333333,877.5715700887993,659.9060353094204,217.66553477937885,78971.05870235106
194,0.008333333333333333,877.5715700887993,658.0921558529255,219.47941423587372,78751.57928811519
195,0.008333333333333333,877.5715700887993,656.2631607342933,221.308409354506,78530.27087876068
196,0.008333333333333333,877.5715700887993,654.4189239896723,223.15264609912697,78307.11823266155
197,0.008333333333333333,877.5715700887993,652.5593186055129,225.01225148328638,78082.10598117826
198,0.008333333333333333,877.5715700887993,650.6842165098188,226.88735357898042,77855.21862759929
199,0.008333333333333333,877.5715700887993,648.7934885633274,228.77808152547186,77626.44054607382
200,0.008333333333333333,877.5715700887993,646.8870045506152,230.68456553818407,77395.75598053563
201,0.008333333333333333,877.5715700887993,644.9646331711302,232.60693691766903,77163.14904361796
202,0.008333333333333333,877.5715700887993,643.0262420301497,234.5453280586496,76928.60371555931
203,0.008333333333333333,877.5715700887993,641.0716976296609,236.49987245913837,76692.10384310017
204,0.008333333333333333,877.5715700887993,639.100865359168,238.47070472963128,76453.63313837054
205,0.008333333333333333,877.5715700887993,637.1136094864212,240.45796060237808,76213.17517776816
206,0.008333333333333333,877.5715700887993,635.109793148068,242.46177694073128,75970.71340082743
207,0.008333333333333333,877.5715700887993,633.0892783402286,244.48229174857067,75726.23110907886
208,0.008333333333333333,877.5715700887993,631.0519259089905,246.51964417980878,75479.71146489905
209,0.008333333333333333,877.5715700887993,628.9975955408254,248.57397454797388,75231.13749035107
210,0.008333333333333333,877.5715700887993,626.9261457529255,250.6454243358737,74980.4920660152
211,0.008333333333333333,877.5715700887993,624.83743388346,252.73413620533927,74727.75792980986
212,0.008333333333333333,877.5715700887993,622.7313160817488,254.84025400705048,74472.9176758028
213,0.008333333333333333,877.5715700887993,620.6076472983567,256.96392279044255,74215.95375301236
214,0.008333333333333333,877.5715700887993,618.466281275103,259.10528881369623,73956.84846419867
215,0.008333333333333333,877.5715700887993,616.307070534989,261.2644995538103,73695.58396464486
216,0.008333333333333333,877.5715700887993,614.1298663720405,263.44170371675875,73432.1422609281
217,0.008333333333333333,877.5715700887993,611.9345188410675,265.63705124773173,73166.50520968037
218,0.008333333333333333,877.5715700887993,609.7208767473364,267.85069334146283,72898.65451633891
219,0.008333333333333333,877.5715700887993,607.4887876361576,270.0827824526417,72628.57173388627
220,0.008333333333333333,877.5715700887993,605.2380977823856,272.3334723064137,72356.23826157986
221,0.008333333333333333,877.5715700887993,602.9686521798321,274.60291790896713,72081.63534367089
222,0.008333333333333333,877.5715700887993,600.6802945305907,276.8912755582086,71804.74406811268
223,0.008333333333333333,877.5715700887993,598.3728672342722,279.198702854527,71525.54536525815
224,0.008333333333333333,877.5715700887993,596.0462113771513,281.525358711648,71244.0200065465
225,0.008333333333333333,877.5715700887993,593.7001667212209,283.8714033675784,70960.14860317892
226,0.008333333333333333,877.5715700887993,591.3345716931577,286.23699839564154,70673.91160478328
227,0.008333333333333333,877.5715700887993,588.949263373194,288.6223067156053,70385.28929806767
228,0.008333333333333333,877.5715700887993,586.5440774838972,291.027492604902,70094.26180546277
229,0.008333333333333333,877.5715700887993,584.1188483788563,293.4527217099429,69800.80908375283
230,0.008333333333333333,877.5715700887993,581.6734090312735,295.8981610575257,69504.9109226953
231,0.008333333333333333,877.5715700887993,579.2075910224609,298.3639790663384,69206.54694362896
232,0.008333333333333333,877.5715700887993,576.7212245302413,300.85034555855793,68905.6965980704
233,0.008333333333333333,877.5715700887993,574.2141383172533,303.357431771546,68602.33916629886
234,0.008333333333333333,877.5715700887993,571.6861597191571,305.88541036964216,68296.45375592922
235,0.008333333333333333,877.5715700887993,569.1371146327435,308.43445545605573,67988.01930047317
236,0.008333333333333333,877.5715700887993,566.566827503943,311.0047425848562,67677.01455788831
237,0.008333333333333333,877.5715700887993,563.9751213157359,313.59644877306334,67363.41810911524
238,0.008333333333333333,877.5715700887993,561.3618175759603,316.2097525128389,67047.20835660241
239,0.008333333333333333,877.5715700887993,558.72673630502,318.8448337837792,66728.36352281863
240,0.008333333333333333,877.5715700887993,556.0696960234886,321.50187406531063,66406.86164875331
241,0.008333333333333333,877.5715700887993,553.3905137396109,324.18105634918834,66082.68059240413
242,0.008333333333333333,877.5715700887993,550.689004936701,326.8825651520982,65755.79802725202
243,0.008333333333333333,877.5715700887993,547.9649835604336,329.6065865283657,65426.191440723655
244,0.008333333333333333,877.5715700887993,545.2182620060305,332.35330808276876,65093.838132640885
245,0.008333333333333333,877.5715700887993,542.4486511053407,335.1229189834586,64758.71521365743
246,0.008333333333333333,877.5715700887993,539.655960113812,337.9156099749873,64420.79960368244
247,0.008333333333333333,877.5715700887993,536.8399966973536,340.73157339144564,64080.068030291
248,0.008333333333333333,877.5715700887993,534.0005669190916,343.57100316970764,63736.49702712129
249,0.008333333333333333,877.5715700887993,531.1374752260107,346.4340948627886,63390.0629322585
250,0.008333333333333333,877.5715700887993,528.2505244354875,349.3210456533118,63040.74188660519
251,0.008333333333333333,877.5715700887993,525.3395157217099,352.2320543670894,62688.5098322381
252,0.008333333333333333,877.5715700887993,522.4042486019841,355.1673214868151,62333.34251075129
253,0.008333333333333333,877.5715700887993,519.4445209229274,358.1270491658719,61975.215461585416
254,0.008333333333333333,877.5715700887993,516.4601288465451,361.11144124225416,61614.10402034316
255,0.008333333333333333,877.5715700887993,513.450866836193,364.1207032526063,61249.983317090555
256,0.008333333333333333,877.5715700887993,510.4165276424213,367.155042446378,60882.82827464418
257,0.008333333333333333,877.5715700887993,507.35690228870146,370.2146678000978,60512.613606844076
258,0.008333333333333333,877.5715700887993,504.27178005703394,373.2997900317653,60139.31381681231
259,0.008333333333333333,877.5715700887993,501.1609484734359,376.41062161536337,59762.903195196945
260,0.008333333333333333,877.5715700887993,498.02419329330786,379.5473767954914,59383.355818401455
261,0.008333333333333333,877.5715700887993,494.8612984866788,382.7102716021205,59000.64554679934
262,0.008333333333333333,877.5715700887993,491.6720462233278,385.89952386547145,58614.74602293387
263,0.008333333333333333,877.5715700887993,488.45621685778224,389.115353231017,58225.63066970285
264,0.008333333333333333,877.5715700887993,485.2135889141904,392.3579811746089,57833.27268852824
265,0.008333333333333333,877.5715700887993,481.94393907106866,395.6276310177306,57437.64505751051
266,0.008333333333333333,877.5715700887993,478.6470421459209,398.92452794287834,57038.72052956763
267,0.008333333333333333,877.5715700887993,475.32267107973024,402.248899009069,56636.47163055856
268,0.008333333333333333,877.5715700887993,471.9705969213213,405.60097316747795,56230.87065739108
269,0.008333333333333333,877.5715700887993,468.59058881159234,408.9809812772069,55821.889676113875
270,0.008333333333333333,877.5715700887993,465.1824139676156,412.38915612118365,55409.50051999269
271,0.008333333333333333,877.5715700887993,461.7458376666057,415.82573242219354,54993.6747875705
272,0.008333333333333333,877.5715700887993,458.28062322975416,419.2909468590451,54574.38384071145
273,0.008333333333333333,877.5715700887993,454.7865320059288,422.78503808287047,54151.598802628585
274,0.008333333333333333,877.5715700887993,451.2633233552382,426.3082467335611,53725.29055589502
275,0.008333333333333333,877.5715700887993,447.71075463245853,429.86081545634073,53295.42974043868
276,0.008333333333333333,877.5715700887993,444.1285811703223,433.44298891847694,52861.986751520206
277,0.008333333333333333,877.5715700887993,440.51655626266836,437.0550138261309,52424.931737694074
278,0.008333333333333333,877.5715700887993,436.8744311474506,440.69713894134867,51984.23459875272
279,0.008333333333333333,877.5715700887993,433.201954989606,444.36961509919325,51539.864983653526
280,0.008333333333333333,877.5715700887993,429.49887486377935,448.0726952250199,51091.79228842851
281,0.008333333333333333,877.5715700887993,425.7649357369042,451.80663435189507,50639.98565407661
282,0.008333333333333333,877.5715700887993,421.99988045063844,455.5716896381608,50184.41396443845
283,0.008333333333333333,877.5715700887993,418.20344970365375,459.3681203851455,49725.045844053304
284,0.008333333333333333,877.5715700887993,414.3753820337775,463.19618805502176,49261.84965599828
285,0.008333333333333333,877.5715700887993,410.51541379998565,467.0561562888136,48794.79349970947
286,0.008333333333333333,877.5715700887993,406.62327916424556,470.9482909245537,48323.845208784915
287,0.008333333333333333,877.5715700887993,402.6987100732076,474.87286001559164,47848.972348769326
288,0.008333333333333333,877.5715700887993,398.74143623974436,478.8301338490549,47370.14221492027
289,0.008333333333333333,877.5715700887993,394.75118512433556,482.8203849644637,46887.32182995581
290,0.008333333333333333,877.5715700887993,390.72768191629837,486.8438881725009,46400.477941783305
291,0.008333333333333333,877.5715700887993,386.6706495148609,490.9009205739384,45909.57702120937
292,0.008333333333333333,877.5715700887993,382.57980851007807,494.9917615787212,45414.58525963065
293,0.008333333333333333,877.5715700887993,378.4548771635888,499.1166929252105,44915.46856670544
294,0.008333333333333333,877.5715700887993,374.29557138921194,503.2759986995873,44412.19256800585
295,0.008333333333333333,877.5715700887993,370.1016047333821,507.4699653554172,43904.72260265043
296,0.008333333333333333,877.5715700887993,365.8726883554202,511.69888173337904,43393.02372091705
297,0.008333333333333333,877.5715700887993,361.6085310076421,515.9630390811571,42877.060681835894
298,0.008333333333333333,877.5715700887993,357.3088390152991,520.2627310735002,42356.7979507624
299,0.008333333333333333,877.5715700887993,352.9733162563533,524.598253832446,41832.19969692995
300,0.008333333333333333,877.5715700887993,348.6016641410829,528.9699059477164,41303.22979098224
301,0.008333333333333333,877.5715700887993,344.19358159151864,533.3779884972806,40769.851802484955
302,0.008333333333333333,877.5715700887993,339.74876502070794,537.8228050680914,40232.02899741686
303,0.008333333333333333,877.5715700887993,335.2669083118072,542.3046617769921,39689.72433563987
304,0.008333333333333333,877.5715700887993,330.7477027969989,546.8238672918003,39142.90046834807
305,0.008333333333333333,877.5715700887993,326.1908372362339,551.3807328525654,38591.5197354955
306,0.008333333333333333,877.5715700887993,321.5959977957958,555.9755722930034,38035.544163202496
307,0.008333333333333333,877.5715700887993,316.9628680266875,560.6087020621118,37474.93546114038
308,0.008333333333333333,877.5715700887993,312.29112884283654,565.2804412459627,36909.65501989442
309,0.008333333333333333,877.5715700887993,307.58045849912014,569.9911115896791,36339.66390830474
310,0.008333333333333333,877.5715700887993,302.8305325692062,574.7410375195931,35764.92287078515
311,0.008333333333333333,877.5715700887993,298.0410239232096,579.5305461655896,35185.39232461956
312,0.008333333333333333,877.5715700887993,293.21160270516305,584.3599673836362,34601.03235723593
313,0.008333333333333333,877.5715700887993,288.3419363102994,589.2296337784999,34011.802723457426
314,0.008333333333333333,877.5715700887993,283.4316893621452,594.139880726654,33417.66284273077
315,0.008333333333333333,877.5715700887993,278.4805236894231,599.0910463993762,32818.571796331395
316,0.008333333333333333,877.5715700887993,273.4880983027616,604.0834717860376,32214.488324545357
317,0.008333333333333333,877.5715700887993,268.4540693712113,609.117500717588,31605.37082382777
318,0.008333333333333333,877.5715700887993,263.37809019856473,614.1934798902346,30991.177343937536
319,0.008333333333333333,877.5715700887993,258.2598111994795,619.3117588893198,30371.865585048217
320,0.008333333333333333,877.5715700887993,253.09887987540182,624.4726902133974,29747.39289483482
321,0.008333333333333333,877.5715700887993,247.89494079029015,629.6766292985092,29117.71626553631
322,0.008333333333333333,877.5715700887993,242.64763554613592,634.9239345426633,28482.792330993645
323,0.008333333333333333,877.5715700887993,237.35660275828036,640.2149673305189,27842.577363663127
324,0.008333333333333333,877.5715700887993,232.02147803052605,645.5500920582732,27197.027271604853
